,index,groupid,size,Reason fo Separation
697,697,0,174,Zero Tolerance Policy
698,698,0,174,Zero Tolerance Policy
699,699,0,174,Zero Tolerance Policy
700,700,0,174,Zero Tolerance Policy
701,701,0,174,Zero Tolerance Policy
702,702,0,174,Zero Tolerance Policy
703,703,0,174,Zero Tolerance Policy
704,704,0,174,Zero Tolerance Policy
705,705,0,174,Zero Tolerance Policy
706,706,0,174,Zero Tolerance Policy
707,707,0,174,Zero Tolerance Policy
708,708,0,174,Zero Tolerance Policy
709,709,0,174,Zero Tolerance Policy
710,710,0,174,Zero Tolerance Policy
711,711,0,174,Zero Tolerance Policy
712,712,0,174,Zero Tolerance Policy
713,713,0,174,Zero Tolerance Policy
714,714,0,174,Zero Tolerance Policy
715,715,0,174,Zero Tolerance Policy
716,716,0,174,Zero Tolerance Policy
717,717,0,174,Zero Tolerance Policy
718,718,0,174,Zero Tolerance Policy
719,719,0,174,Zero Tolerance Policy
720,720,0,174,Zero Tolerance Policy
721,721,0,174,Zero Tolerance Policy
722,722,0,174,Zero Tolerance Policy
723,723,0,174,Zero Tolerance Policy
724,724,0,174,Zero Tolerance Policy
725,725,0,174,Zero Tolerance Policy
726,726,0,174,Zero Tolerance Policy
727,727,0,174,Zero Tolerance Policy
728,728,0,174,Zero Tolerance Policy
729,729,0,174,Zero Tolerance Policy
730,730,0,174,Zero Tolerance Policy
731,731,0,174,Zero Tolerance Policy
732,732,0,174,Zero Tolerance Policy
733,733,0,174,Zero Tolerance Policy
734,734,0,174,Zero Tolerance Policy
735,735,0,174,Zero Tolerance Policy
736,736,0,174,Zero Tolerance Policy
737,737,0,174,Zero Tolerance Policy
738,738,0,174,Zero Tolerance Policy
739,739,0,174,Zero Tolerance Policy
740,740,0,174,Zero Tolerance Policy
741,741,0,174,Zero Tolerance Policy
742,742,0,174,Zero Tolerance Policy
743,743,0,174,Zero Tolerance Policy
744,744,0,174,Zero Tolerance Policy
745,745,0,174,Zero Tolerance Policy
746,746,0,174,Zero Tolerance Policy
747,747,0,174,Zero Tolerance Policy
748,748,0,174,Zero Tolerance Policy
749,749,0,174,Zero Tolerance Policy
750,750,0,174,Zero Tolerance Policy
751,751,0,174,Zero Tolerance Policy
752,752,0,174,Zero Tolerance Policy
753,753,0,174,Zero Tolerance Policy
754,754,0,174,Zero Tolerance Policy
755,755,0,174,Zero Tolerance Policy
756,756,0,174,Zero Tolerance Policy
757,757,0,174,Zero Tolerance Policy
758,758,0,174,Zero Tolerance Policy
759,759,0,174,Zero Tolerance Policy
760,760,0,174,Zero Tolerance Policy
761,761,0,174,Zero Tolerance Policy
762,762,0,174,Zero Tolerance Policy
763,763,0,174,Zero Tolerance Policy
764,764,0,174,Zero Tolerance Policy
765,765,0,174,Zero Tolerance Policy
766,766,0,174,Zero Tolerance Policy
767,767,0,174,Zero Tolerance Policy
768,768,0,174,Zero Tolerance Policy
769,769,0,174,Zero Tolerance Policy
770,770,0,174,Zero Tolerance Policy
771,771,0,174,Zero Tolerance Policy
772,772,0,174,Zero Tolerance Policy
773,773,0,174,Zero Tolerance Policy
774,774,0,174,Zero Tolerance Policy
775,775,0,174,Zero Tolerance Policy
776,776,0,174,Zero Tolerance Policy
777,777,0,174,Zero Tolerance Policy
778,778,0,174,Zero Tolerance Policy
779,779,0,174,Zero Tolerance Policy
780,780,0,174,Zero Tolerance Policy
781,781,0,174,Zero Tolerance Policy
782,782,0,174,Zero Tolerance Policy
783,783,0,174,Zero Tolerance Policy
784,784,0,174,Zero Tolerance Policy
785,785,0,174,Zero Tolerance Policy
786,786,0,174,Zero Tolerance Policy
787,787,0,174,Zero Tolerance Policy
788,788,0,174,Zero Tolerance Policy
789,789,0,174,Zero Tolerance Policy
790,790,0,174,Zero Tolerance Policy
791,791,0,174,Zero Tolerance Policy
792,792,0,174,Zero Tolerance Policy
793,793,0,174,Zero Tolerance Policy
794,794,0,174,Zero Tolerance Policy
795,795,0,174,Zero Tolerance Policy
796,796,0,174,Zero Tolerance Policy
797,797,0,174,Zero Tolerance Policy
798,798,0,174,Zero Tolerance Policy
799,799,0,174,Zero Tolerance Policy
800,800,0,174,Zero Tolerance Policy
801,801,0,174,Zero Tolerance Policy
802,802,0,174,Zero Tolerance Policy
803,803,0,174,Zero Tolerance Policy
804,804,0,174,Zero Tolerance Policy
805,805,0,174,Zero Tolerance Policy
806,806,0,174,Zero Tolerance Policy
807,807,0,174,Zero Tolerance Policy
808,808,0,174,Zero Tolerance Policy
809,809,0,174,Zero Tolerance Policy
810,810,0,174,Zero Tolerance Policy
811,811,0,174,Zero Tolerance Policy
812,812,0,174,Zero Tolerance Policy
813,813,0,174,Zero Tolerance Policy
814,814,0,174,Zero Tolerance Policy
815,815,0,174,Zero Tolerance Policy
816,816,0,174,Zero Tolerance Policy
817,817,0,174,Zero Tolerance Policy
818,818,0,174,Zero Tolerance Policy
819,819,0,174,Zero Tolerance Policy
820,820,0,174,Zero Tolerance Policy
821,821,0,174,Zero Tolerance Policy
822,822,0,174,Zero Tolerance Policy
823,823,0,174,Zero Tolerance Policy
824,824,0,174,Zero Tolerance Policy
825,825,0,174,Zero Tolerance Policy
826,826,0,174,Zero Tolerance Policy
827,827,0,174,Zero Tolerance Policy
828,828,0,174,Zero Tolerance Policy
829,829,0,174,Zero Tolerance Policy
830,830,0,174,Zero Tolerance Policy
831,831,0,174,Zero Tolerance Policy
832,832,0,174,Zero Tolerance Policy
833,833,0,174,Zero Tolerance Policy
834,834,0,174,Zero Tolerance Policy
835,835,0,174,Zero Tolerance Policy
836,836,0,174,Zero Tolerance Policy
837,837,0,174,Zero Tolerance Policy
838,838,0,174,Zero Tolerance Policy
839,839,0,174,Zero Tolerance Policy
840,840,0,174,Zero Tolerance Policy
841,841,0,174,Zero Tolerance Policy
842,842,0,174,Zero Tolerance Policy
843,843,0,174,Zero Tolerance Policy
844,844,0,174,Zero Tolerance Policy
845,845,0,174,Zero Tolerance Policy
846,846,0,174,Zero Tolerance Policy
847,847,0,174,Zero Tolerance Policy
848,848,0,174,Zero Tolerance Policy
849,849,0,174,Zero Tolerance Policy
850,850,0,174,Zero Tolerance Policy
851,851,0,174,Zero Tolerance Policy
852,852,0,174,Zero Tolerance Policy
853,853,0,174,Zero Tolerance Policy
854,854,0,174,Zero Tolerance Policy
855,855,0,174,Zero Tolerance Policy
856,856,0,174,Zero Tolerance Policy
857,857,0,174,Zero Tolerance Policy
858,858,0,174,Zero Tolerance Policy
859,859,0,174,Zero Tolerance Policy
860,860,0,174,Zero Tolerance Policy
861,861,0,174,Zero Tolerance Policy
862,862,0,174,Zero Tolerance Policy
863,863,0,174,Zero Tolerance Policy
864,864,0,174,Zero Tolerance Policy
865,865,0,174,Zero Tolerance Policy
866,866,0,174,Zero Tolerance Policy
867,867,0,174,Zero Tolerance Policy
868,868,0,174,Zero Tolerance Policy
869,869,0,174,Zero Tolerance Policy
870,870,0,174,Zero Tolerance Policy
871,871,0,174,Zero Tolerance Policy
872,872,0,174,Zero Tolerance Policy
873,873,0,174,Zero Tolerance Policy
874,874,0,174,Zero Tolerance Policy
875,875,0,174,Zero Tolerance Policy
876,876,0,174,Zero Tolerance Policy
877,877,0,174,Zero Tolerance Policy
878,878,0,174,Zero Tolerance Policy
879,879,0,174,Zero Tolerance Policy
880,880,0,174,Zero Tolerance Policy
881,881,0,174,Zero Tolerance Policy
882,882,0,174,Zero Tolerance Policy
883,883,0,174,Zero Tolerance Policy
884,884,0,174,Zero Tolerance Policy
885,885,0,174,Zero Tolerance Policy
886,886,0,174,Zero Tolerance Policy
887,887,0,174,Zero Tolerance Policy
888,888,0,174,Zero Tolerance Policy
889,889,0,174,Zero Tolerance Policy
890,890,0,174,Zero Tolerance Policy
891,891,0,174,Zero Tolerance Policy
892,892,0,174,Zero Tolerance Policy
893,893,0,174,Zero Tolerance Policy
894,894,0,174,Zero Tolerance Policy
895,895,0,174,Zero Tolerance Policy
896,896,0,174,Zero Tolerance Policy
897,897,0,174,Zero Tolerance Policy
898,898,0,174,Zero Tolerance Policy
899,899,0,174,Zero Tolerance Policy
900,900,0,174,Zero Tolerance Policy
901,901,0,174,Zero Tolerance Policy
902,902,0,174,Zero Tolerance Policy
903,903,0,174,Zero Tolerance Policy
904,904,0,174,Zero Tolerance Policy
905,905,0,174,Zero Tolerance Policy
906,906,0,174,Zero Tolerance Policy
907,907,0,174,Zero Tolerance Policy
908,908,0,174,Zero Tolerance Policy
909,909,0,174,Zero Tolerance Policy
910,910,0,174,Zero Tolerance Policy
911,911,0,174,Zero Tolerance Policy
912,912,0,174,Zero Tolerance Policy
913,913,0,174,Zero Tolerance Policy
914,914,0,174,Zero Tolerance Policy
915,915,0,174,Zero Tolerance Policy
916,916,0,174,Zero Tolerance Policy
917,917,0,174,Zero Tolerance Policy
918,918,0,174,Zero Tolerance Policy
919,919,0,174,Zero Tolerance Policy
920,920,0,174,Zero Tolerance Policy
921,921,0,174,Zero Tolerance Policy
922,922,0,174,Zero Tolerance Policy
923,923,0,174,Zero Tolerance Policy
924,924,0,174,Zero Tolerance Policy
925,925,0,174,Zero Tolerance Policy
926,926,0,174,Zero Tolerance Policy
927,927,0,174,Zero Tolerance Policy
928,928,0,174,Zero Tolerance Policy
929,929,0,174,Zero Tolerance Policy
930,930,0,174,Zero Tolerance Policy
931,931,0,174,Zero Tolerance Policy
932,932,0,174,Zero Tolerance Policy
933,933,0,174,Zero Tolerance Policy
934,934,0,174,Zero Tolerance Policy
935,935,0,174,Zero Tolerance Policy
936,936,0,174,Zero Tolerance Policy
937,937,0,174,Zero Tolerance Policy
938,938,0,174,Zero Tolerance Policy
939,939,0,174,Zero Tolerance Policy
940,940,0,174,Zero Tolerance Policy
941,941,0,174,Zero Tolerance Policy
942,942,0,174,Zero Tolerance Policy
943,943,0,174,Zero Tolerance Policy
944,944,0,174,Zero Tolerance Policy
945,945,0,174,Zero Tolerance Policy
946,946,0,174,Zero Tolerance Policy
947,947,0,174,Zero Tolerance Policy
948,948,0,174,Zero Tolerance Policy
949,949,0,174,Zero Tolerance Policy
950,950,0,174,Zero Tolerance Policy
951,951,0,174,Zero Tolerance Policy
952,952,0,174,Zero Tolerance Policy
953,953,0,174,Zero Tolerance Policy
954,954,0,174,Zero Tolerance Policy
955,955,0,174,Zero Tolerance Policy
956,956,0,174,Zero Tolerance Policy
957,957,0,174,Zero Tolerance Policy
958,958,0,174,Zero Tolerance Policy
959,959,0,174,Zero Tolerance Policy
960,960,0,174,Zero Tolerance Policy
961,961,0,174,Zero Tolerance Policy
962,962,0,174,Zero Tolerance Policy
963,963,0,174,Zero Tolerance Policy
964,964,0,174,Zero Tolerance Policy
965,965,0,174,Zero Tolerance Policy
966,966,0,174,Zero Tolerance Policy
967,967,0,174,Zero Tolerance Policy
968,968,0,174,Zero Tolerance Policy
969,969,0,174,Zero Tolerance Policy
970,970,0,174,Zero Tolerance Policy
971,971,0,174,Zero Tolerance Policy
972,972,0,174,Zero Tolerance Policy
973,973,0,174,Zero Tolerance Policy
974,974,0,174,Zero Tolerance Policy
975,975,0,174,Zero Tolerance Policy
976,976,0,174,Zero Tolerance Policy
977,977,0,174,Zero Tolerance Policy
978,978,0,174,Zero Tolerance Policy
979,979,0,174,Zero Tolerance Policy
980,980,0,174,Zero Tolerance Policy
981,981,0,174,Zero Tolerance Policy
982,982,0,174,Zero Tolerance Policy
983,983,0,174,Zero Tolerance Policy
984,984,0,174,Zero Tolerance Policy
985,985,0,174,Zero Tolerance Policy
986,986,0,174,Zero Tolerance Policy
987,987,0,174,Zero Tolerance Policy
988,988,0,174,Zero Tolerance Policy
989,989,0,174,Zero Tolerance Policy
990,990,0,174,Zero Tolerance Policy
991,991,0,174,Zero Tolerance Policy
992,992,0,174,Zero Tolerance Policy
993,993,0,174,Zero Tolerance Policy
994,994,0,174,Zero Tolerance Policy
995,995,0,174,Zero Tolerance Policy
996,996,0,174,Zero Tolerance Policy
997,997,0,174,Zero Tolerance Policy
998,998,0,174,Zero Tolerance Policy
999,999,0,174,Zero Tolerance Policy
1000,1000,0,174,Zero Tolerance Policy
1001,1001,0,174,Zero Tolerance Policy
1002,1002,0,174,Zero Tolerance Policy
1003,1003,0,174,Zero Tolerance Policy
1004,1004,0,174,Zero Tolerance Policy
1005,1005,0,174,Zero Tolerance Policy
1006,1006,0,174,Zero Tolerance Policy
1007,1007,0,174,Zero Tolerance Policy
1008,1008,0,174,Zero Tolerance Policy
1009,1009,0,174,Zero Tolerance Policy
1010,1010,0,174,Zero Tolerance Policy
1011,1011,0,174,Zero Tolerance Policy
1012,1012,0,174,Zero Tolerance Policy
1013,1013,0,174,Zero Tolerance Policy
1014,1014,0,174,Zero Tolerance Policy
1015,1015,0,174,Zero Tolerance Policy
1016,1016,0,174,Zero Tolerance Policy
1017,1017,0,174,Zero Tolerance Policy
1018,1018,0,174,Zero Tolerance Policy
1019,1019,0,174,Zero Tolerance Policy
1020,1020,0,174,Zero Tolerance Policy
1021,1021,0,174,Zero Tolerance Policy
1022,1022,0,174,Zero Tolerance Policy
1023,1023,0,174,Zero Tolerance Policy
1024,1024,0,174,Zero Tolerance Policy
1025,1025,0,174,Zero Tolerance Policy
1026,1026,0,174,Zero Tolerance Policy
1027,1027,0,174,Zero Tolerance Policy
1028,1028,0,174,Zero Tolerance Policy
1029,1029,0,174,Zero Tolerance Policy
1030,1030,0,174,Zero Tolerance Policy
1031,1031,0,174,Zero Tolerance Policy
1032,1032,0,174,Zero Tolerance Policy
1033,1033,0,174,Zero Tolerance Policy
1034,1034,0,174,Zero Tolerance Policy
1035,1035,0,174,Zero Tolerance Policy
1036,1036,0,174,Zero Tolerance Policy
1037,1037,0,174,Zero Tolerance Policy
1038,1038,0,174,Zero Tolerance Policy
1039,1039,0,174,Zero Tolerance Policy
1040,1040,0,174,Zero Tolerance Policy
1041,1041,0,174,Zero Tolerance Policy
1042,1042,0,174,Zero Tolerance Policy
1043,1043,0,174,Zero Tolerance Policy
1044,1044,0,174,Zero Tolerance Policy
1045,1045,0,174,Zero Tolerance Policy
1046,1046,0,174,Zero Tolerance Policy
1047,1047,0,174,Zero Tolerance Policy
1048,1048,0,174,Zero Tolerance Policy
1049,1049,0,174,Zero Tolerance Policy
1050,1050,0,174,Zero Tolerance Policy
1051,1051,0,174,Zero Tolerance Policy
1052,1052,0,174,Zero Tolerance Policy
1053,1053,0,174,Zero Tolerance Policy
1054,1054,0,174,Zero Tolerance Policy
1055,1055,0,174,Zero Tolerance Policy
1056,1056,0,174,Zero Tolerance Policy
1057,1057,0,174,Zero Tolerance Policy
1058,1058,0,174,Zero Tolerance Policy
1059,1059,0,174,Zero Tolerance Policy
1060,1060,0,174,Zero Tolerance Policy
1061,1061,0,174,Zero Tolerance Policy
1062,1062,0,174,Zero Tolerance Policy
1063,1063,0,174,Zero Tolerance Policy
1064,1064,0,174,Zero Tolerance Policy
1065,1065,0,174,Zero Tolerance Policy
1066,1066,0,174,Zero Tolerance Policy
1067,1067,0,174,Zero Tolerance Policy
1068,1068,0,174,Zero Tolerance Policy
1069,1069,0,174,Zero Tolerance Policy
1070,1070,0,174,Zero Tolerance Policy
1071,1071,0,174,Zero Tolerance Policy
1072,1072,0,174,Zero Tolerance Policy
1073,1073,0,174,Zero Tolerance Policy
1074,1074,0,174,Zero Tolerance Policy
1075,1075,0,174,Zero Tolerance Policy
1076,1076,0,174,Zero Tolerance Policy
1077,1077,0,174,Zero Tolerance Policy
1078,1078,0,174,Zero Tolerance Policy
1079,1079,0,174,Zero Tolerance Policy
1080,1080,0,174,Zero Tolerance Policy
1081,1081,0,174,Zero Tolerance Policy
1082,1082,0,174,Zero Tolerance Policy
1083,1083,0,174,Zero Tolerance Policy
1084,1084,0,174,Zero Tolerance Policy
1085,1085,0,174,Zero Tolerance Policy
1086,1086,0,174,Zero Tolerance Policy
1087,1087,0,174,Zero Tolerance Policy
1088,1088,0,174,Zero Tolerance Policy
1089,1089,0,174,Zero Tolerance Policy
1090,1090,0,174,Zero Tolerance Policy
1091,1091,0,174,Zero Tolerance Policy
1092,1092,0,174,Zero Tolerance Policy
1093,1093,0,174,Zero Tolerance Policy
1094,1094,0,174,Zero Tolerance Policy
1095,1095,0,174,Zero Tolerance Policy
1096,1096,0,174,Zero Tolerance Policy
1097,1097,0,174,Zero Tolerance Policy
1098,1098,0,174,Zero Tolerance Policy
1099,1099,0,174,Zero Tolerance Policy
1100,1100,0,174,Zero Tolerance Policy
1101,1101,0,174,Zero Tolerance Policy
1102,1102,0,174,Zero Tolerance Policy
1103,1103,0,174,Zero Tolerance Policy
1104,1104,0,174,Zero Tolerance Policy
1105,1105,0,174,Zero Tolerance Policy
1106,1106,0,174,Zero Tolerance Policy
1107,1107,0,174,Zero Tolerance Policy
1108,1108,0,174,Zero Tolerance Policy
1109,1109,0,174,Zero Tolerance Policy
1110,1110,0,174,Zero Tolerance Policy
1111,1111,0,174,Zero Tolerance Policy
1112,1112,0,174,Zero Tolerance Policy
1113,1113,0,174,Zero Tolerance Policy
1114,1114,0,174,Zero Tolerance Policy
1115,1115,0,174,Zero Tolerance Policy
1116,1116,0,174,Zero Tolerance Policy
1117,1117,0,174,Zero Tolerance Policy
1118,1118,0,174,Zero Tolerance Policy
1119,1119,0,174,Zero Tolerance Policy
1120,1120,0,174,Zero Tolerance Policy
1121,1121,0,174,Zero Tolerance Policy
1122,1122,0,174,Zero Tolerance Policy
1123,1123,0,174,Zero Tolerance Policy
1124,1124,0,174,Zero Tolerance Policy
1125,1125,0,174,Zero Tolerance Policy
1126,1126,0,174,Zero Tolerance Policy
1127,1127,0,174,Zero Tolerance Policy
1128,1128,0,174,Zero Tolerance Policy
1129,1129,0,174,Zero Tolerance Policy
1130,1130,0,174,Zero Tolerance Policy
1131,1131,0,174,Zero Tolerance Policy
1132,1132,0,174,Zero Tolerance Policy
1133,1133,0,174,Zero Tolerance Policy
1134,1134,0,174,Zero Tolerance Policy
1135,1135,0,174,Zero Tolerance Policy
1136,1136,0,174,Zero Tolerance Policy
1137,1137,0,174,Zero Tolerance Policy
1138,1138,0,174,Zero Tolerance Policy
1139,1139,0,174,Zero Tolerance Policy
1140,1140,0,174,Zero Tolerance Policy
1141,1141,0,174,Zero Tolerance Policy
1142,1142,0,174,Zero Tolerance Policy
1143,1143,0,174,Zero Tolerance Policy
1144,1144,0,174,Zero Tolerance Policy
1145,1145,0,174,Zero Tolerance Policy
1146,1146,0,174,Zero Tolerance Policy
1147,1147,0,174,Zero Tolerance Policy
1148,1148,0,174,Zero Tolerance Policy
1149,1149,0,174,Zero Tolerance Policy
1150,1150,0,174,Zero Tolerance Policy
1151,1151,0,174,Zero Tolerance Policy
1152,1152,0,174,Zero Tolerance Policy
1153,1153,0,174,Zero Tolerance Policy
1154,1154,0,174,Zero Tolerance Policy
1155,1155,0,174,Zero Tolerance Policy
1156,1156,0,174,Zero Tolerance Policy
1157,1157,0,174,Zero Tolerance Policy
1158,1158,0,174,Zero Tolerance Policy
1159,1159,0,174,Zero Tolerance Policy
1160,1160,0,174,Zero Tolerance Policy
1161,1161,0,174,Zero Tolerance Policy
1162,1162,0,174,Zero Tolerance Policy
1163,1163,0,174,Zero Tolerance Policy
1164,1164,0,174,Zero Tolerance Policy
1165,1165,0,174,Zero Tolerance Policy
1166,1166,0,174,Zero Tolerance Policy
1167,1167,0,174,Zero Tolerance Policy
1168,1168,0,174,Zero Tolerance Policy
1169,1169,0,174,Zero Tolerance Policy
1170,1170,0,174,Zero Tolerance Policy
1171,1171,0,174,Zero Tolerance Policy
1172,1172,0,174,Zero Tolerance Policy
1173,1173,0,174,Zero Tolerance Policy
1174,1174,0,174,Zero Tolerance Policy
1175,1175,0,174,Zero Tolerance Policy
1176,1176,0,174,Zero Tolerance Policy
1177,1177,0,174,Zero Tolerance Policy
1178,1178,0,174,Zero Tolerance Policy
1179,1179,0,174,Zero Tolerance Policy
1180,1180,0,174,Zero Tolerance Policy
1181,1181,0,174,Zero Tolerance Policy
1182,1182,0,174,Zero Tolerance Policy
1183,1183,0,174,Zero Tolerance Policy
1184,1184,0,174,Zero Tolerance Policy
1185,1185,0,174,Zero Tolerance Policy
1186,1186,0,174,Zero Tolerance Policy
1187,1187,0,174,Zero Tolerance Policy
1188,1188,0,174,Zero Tolerance Policy
1189,1189,0,174,Zero Tolerance Policy
1190,1190,0,174,Zero Tolerance Policy
1191,1191,0,174,Zero Tolerance Policy
1192,1192,0,174,Zero Tolerance Policy
1193,1193,0,174,Zero Tolerance Policy
1194,1194,0,174,Zero Tolerance Policy
1195,1195,0,174,Zero Tolerance Policy
1196,1196,0,174,Zero Tolerance Policy
1197,1197,0,174,Zero Tolerance Policy
1198,1198,0,174,Zero Tolerance Policy
1199,1199,0,174,Zero Tolerance Policy
1200,1200,0,174,Zero Tolerance Policy
1201,1201,0,174,Zero Tolerance Policy
1202,1202,0,174,Zero Tolerance Policy
1203,1203,0,174,Zero Tolerance Policy
1204,1204,0,174,Zero Tolerance Policy
1205,1205,0,174,Zero Tolerance Policy
1206,1206,0,174,Zero Tolerance Policy
1207,1207,0,174,Zero Tolerance Policy
1208,1208,0,174,Zero Tolerance Policy
1209,1209,0,174,Zero Tolerance Policy
1210,1210,0,174,Zero Tolerance Policy
1211,1211,0,174,Zero Tolerance Policy
1212,1212,0,174,Zero Tolerance Policy
1213,1213,0,174,Zero Tolerance Policy
1214,1214,0,174,Zero Tolerance Policy
1215,1215,0,174,Zero Tolerance Policy
1216,1216,0,174,Zero Tolerance Policy
1217,1217,0,174,Zero Tolerance Policy
1218,1218,0,174,Zero Tolerance Policy
1219,1219,0,174,Zero Tolerance Policy
1220,1220,0,174,Zero Tolerance Policy
1221,1221,0,174,Zero Tolerance Policy
1222,1222,0,174,Zero Tolerance Policy
1223,1223,0,174,Zero Tolerance Policy
1224,1224,0,174,Zero Tolerance Policy
1225,1225,0,174,Zero Tolerance Policy
1226,1226,0,174,Zero Tolerance Policy
1227,1227,0,174,Zero Tolerance Policy
1228,1228,0,174,Zero Tolerance Policy
1229,1229,0,174,Zero Tolerance Policy
1230,1230,0,174,Zero Tolerance Policy
1231,1231,0,174,Zero Tolerance Policy
1232,1232,0,174,Zero Tolerance Policy
1233,1233,0,174,Zero Tolerance Policy
1234,1234,0,174,Zero Tolerance Policy
1235,1235,0,174,Zero Tolerance Policy
1236,1236,0,174,Zero Tolerance Policy
1237,1237,0,174,Zero Tolerance Policy
1238,1238,0,174,Zero Tolerance Policy
1239,1239,0,174,Zero Tolerance Policy
1240,1240,0,174,Zero Tolerance Policy
1241,1241,0,174,Zero Tolerance Policy
1242,1242,0,174,Zero Tolerance Policy
1243,1243,0,174,Zero Tolerance Policy
1244,1244,0,174,Zero Tolerance Policy
1245,1245,0,174,Zero Tolerance Policy
1246,1246,0,174,Zero Tolerance Policy
1247,1247,0,174,Zero Tolerance Policy
1248,1248,0,174,Zero Tolerance Policy
1249,1249,0,174,Zero Tolerance Policy
1250,1250,0,174,Zero Tolerance Policy
1251,1251,0,174,Zero Tolerance Policy
1252,1252,0,174,Zero Tolerance Policy
1253,1253,0,174,Zero Tolerance Policy
1254,1254,0,174,Zero Tolerance Policy
1255,1255,0,174,Zero Tolerance Policy
1256,1256,0,174,Zero Tolerance Policy
1257,1257,0,174,Zero Tolerance Policy
1258,1258,0,174,Zero Tolerance Policy
1259,1259,0,174,Zero Tolerance Policy
1260,1260,0,174,Zero Tolerance Policy
1261,1261,0,174,Zero Tolerance Policy
1262,1262,0,174,Zero Tolerance Policy
1263,1263,0,174,Zero Tolerance Policy
1264,1264,0,174,Zero Tolerance Policy
1265,1265,0,174,Zero Tolerance Policy
1266,1266,0,174,Zero Tolerance Policy
1267,1267,0,174,Zero Tolerance Policy
1268,1268,0,174,Zero Tolerance Policy
1269,1269,0,174,Zero Tolerance Policy
1270,1270,0,174,Zero Tolerance Policy
1271,1271,0,174,Zero Tolerance Policy
1272,1272,0,174,Zero Tolerance Policy
1273,1273,0,174,Zero Tolerance Policy
1274,1274,0,174,Zero Tolerance Policy
1275,1275,0,174,Zero Tolerance Policy
1276,1276,0,174,Zero Tolerance Policy
1277,1277,0,174,Zero Tolerance Policy
1278,1278,0,174,Zero Tolerance Policy
1279,1279,0,174,Zero Tolerance Policy
1280,1280,0,174,Zero Tolerance Policy
1281,1281,0,174,Zero Tolerance Policy
1282,1282,0,174,Zero Tolerance Policy
1283,1283,0,174,Zero Tolerance Policy
1284,1284,0,174,Zero Tolerance Policy
1285,1285,0,174,Zero Tolerance Policy
1286,1286,0,174,Zero Tolerance Policy
1287,1287,0,174,Zero Tolerance Policy
1288,1288,0,174,Zero Tolerance Policy
1289,1289,0,174,Zero Tolerance Policy
1290,1290,0,174,Zero Tolerance Policy
1291,1291,0,174,Zero Tolerance Policy
1292,1292,0,174,Zero Tolerance Policy
1293,1293,0,174,Zero Tolerance Policy
1294,1294,0,174,Zero Tolerance Policy
1295,1295,0,174,Zero Tolerance Policy
1296,1296,0,174,Zero Tolerance Policy
1297,1297,0,174,Zero Tolerance Policy
1298,1298,0,174,Zero Tolerance Policy
1299,1299,0,174,Zero Tolerance Policy
1300,1300,0,174,Zero Tolerance Policy
1301,1301,0,174,Zero Tolerance Policy
1302,1302,0,174,Zero Tolerance Policy
1303,1303,0,174,Zero Tolerance Policy
1304,1304,0,174,Zero Tolerance Policy
1305,1305,0,174,Zero Tolerance Policy
1306,1306,0,174,Zero Tolerance Policy
1307,1307,0,174,Zero Tolerance Policy
1308,1308,0,174,Zero Tolerance Policy
1309,1309,0,174,Zero Tolerance Policy
1310,1310,0,174,Zero Tolerance Policy
1311,1311,0,174,Zero Tolerance Policy
1312,1312,0,174,Zero Tolerance Policy
1313,1313,0,174,Zero Tolerance Policy
1314,1314,0,174,Zero Tolerance Policy
1315,1315,0,174,Zero Tolerance Policy
1316,1316,0,174,Zero Tolerance Policy
1317,1317,0,174,Zero Tolerance Policy
1318,1318,0,174,Zero Tolerance Policy
1319,1319,0,174,Zero Tolerance Policy
1320,1320,0,174,Zero Tolerance Policy
1321,1321,0,174,Zero Tolerance Policy
1322,1322,0,174,Zero Tolerance Policy
1323,1323,0,174,Zero Tolerance Policy
1324,1324,0,174,Zero Tolerance Policy
1325,1325,0,174,Zero Tolerance Policy
1326,1326,0,174,Zero Tolerance Policy
1327,1327,0,174,Zero Tolerance Policy
1328,1328,0,174,Zero Tolerance Policy
1329,1329,0,174,Zero Tolerance Policy
1330,1330,0,174,Zero Tolerance Policy
1331,1331,0,174,Zero Tolerance Policy
1332,1332,0,174,Zero Tolerance Policy
1333,1333,0,174,Zero Tolerance Policy
1334,1334,0,174,Zero Tolerance Policy
1335,1335,0,174,Zero Tolerance Policy
1336,1336,0,174,Zero Tolerance Policy
1337,1337,0,174,Zero Tolerance Policy
1338,1338,0,174,Zero Tolerance Policy
1339,1339,0,174,Zero Tolerance Policy
1340,1340,0,174,Zero Tolerance Policy
1341,1341,0,174,Zero Tolerance Policy
1342,1342,0,174,Zero Tolerance Policy
1343,1343,0,174,Zero Tolerance Policy
1344,1344,0,174,Zero Tolerance Policy
1345,1345,0,174,Zero Tolerance Policy
1346,1346,0,174,Zero Tolerance Policy
1347,1347,0,174,Zero Tolerance Policy
1348,1348,0,174,Zero Tolerance Policy
1349,1349,0,174,Zero Tolerance Policy
1350,1350,0,174,Zero Tolerance Policy
1351,1351,0,174,Zero Tolerance Policy
1352,1352,0,174,Zero Tolerance Policy
1353,1353,0,174,Zero Tolerance Policy
1354,1354,0,174,Zero Tolerance Policy
1355,1355,0,174,Zero Tolerance Policy
1356,1356,0,174,Zero Tolerance Policy
1357,1357,0,174,Zero Tolerance Policy
1358,1358,0,174,Zero Tolerance Policy
1359,1359,0,174,Zero Tolerance Policy
